# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 8796 2 11334 66309 20973737 1 build/SBLive/1080/0.wav
DUPTYPE_WITHIN_SAME_TREE -8796 2 11334 66309 20973738 1 build/SBLive/1080/1.wav
DUPTYPE_WITHIN_SAME_TREE -8796 2 11334 66309 20973739 1 build/SBLive/1080/2.wav
DUPTYPE_WITHIN_SAME_TREE -8796 2 11334 66309 20973740 1 build/SBLive/1080/3.wav
DUPTYPE_FIRST_OCCURRENCE 724 2 11356 66309 20848061 1 build/Aspirin/0740/0.wav
DUPTYPE_WITHIN_SAME_TREE -724 2 11356 66309 20848062 1 build/Aspirin/0740/1.wav
DUPTYPE_FIRST_OCCURRENCE 6865 2 11420 66309 20847898 1 build/JCLive/0720/0.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847931 1 build/JCLive/0720/33.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847914 1 build/JCLive/0720/16.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847899 1 build/JCLive/0720/1.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847903 1 build/JCLive/0720/5.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847900 1 build/JCLive/0720/2.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847902 1 build/JCLive/0720/4.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847930 1 build/JCLive/0720/32.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847943 1 build/JCLive/0720/45.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847901 1 build/JCLive/0720/3.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847913 1 build/JCLive/0720/15.wav
DUPTYPE_WITHIN_SAME_TREE -6865 2 11420 66309 20847944 1 build/JCLive/0720/46.wav
DUPTYPE_FIRST_OCCURRENCE 5138 2 11420 66309 20847888 1 build/GeneralUserGS/0720/0.wav
DUPTYPE_WITHIN_SAME_TREE -5138 2 11420 66309 20847889 1 build/GeneralUserGS/0720/1.wav
DUPTYPE_FIRST_OCCURRENCE 1591 2 11428 66309 20847287 1 build/Chaos/0650/2.wav
DUPTYPE_WITHIN_SAME_TREE -1591 2 11428 66309 20847385 1 build/Chaos/0660/4.wav
DUPTYPE_FIRST_OCCURRENCE 1108 2 11436 66309 8659048 1 build/Chaos/0000/8.wav
DUPTYPE_WITHIN_SAME_TREE -1108 2 11436 66309 16389793 1 build/Chaos/0030/8.wav
DUPTYPE_WITHIN_SAME_TREE -1108 2 11436 66309 9314525 1 build/Chaos/0010/8.wav
DUPTYPE_FIRST_OCCURRENCE 1887 2 11436 66309 8659070 1 build/FluidR3/0000/17.wav
DUPTYPE_WITHIN_SAME_TREE -1887 2 11436 66309 16650993 1 build/FluidR3/0030/17.wav
DUPTYPE_WITHIN_SAME_TREE -1887 2 11436 66309 9442589 1 build/FluidR3/0010/17.wav
DUPTYPE_FIRST_OCCURRENCE 2288 2 11436 66309 18879795 1 build/FluidR3/0220/7.wav
DUPTYPE_WITHIN_SAME_TREE -2288 2 11436 66309 18879925 1 build/FluidR3/0231/7.wav
DUPTYPE_FIRST_OCCURRENCE 8000 2 11482 66309 18880056 1 build/SBLive/0240/8.wav
DUPTYPE_WITHIN_SAME_TREE -8000 2 11482 66309 18880057 1 build/SBLive/0240/9.wav
DUPTYPE_WITHIN_SAME_TREE -8000 2 11482 66309 20973030 1 build/SBLive/0990/15.wav
DUPTYPE_WITHIN_SAME_TREE -8000 2 11482 66309 20973028 1 build/SBLive/0990/13.wav
DUPTYPE_FIRST_OCCURRENCE 2079 2 11532 66309 18225163 1 build/FluidR3/0080/3.wav
DUPTYPE_WITHIN_SAME_TREE -2079 2 11532 66309 20972941 1 build/FluidR3/0981/3.wav
DUPTYPE_FIRST_OCCURRENCE 3937 2 11532 66309 18225087 1 build/GeneralUserGS/0070/2.wav
DUPTYPE_WITHIN_SAME_TREE -3937 2 11532 66309 18225145 1 build/GeneralUserGS/0071/2.wav
DUPTYPE_WITHIN_SAME_TREE -3937 2 11532 66309 20971935 1 build/GeneralUserGS/0841/2.wav
DUPTYPE_FIRST_OCCURRENCE 472 2 11560 66309 19140758 1 build/Aspirin/0302/5.wav
DUPTYPE_WITHIN_SAME_TREE -472 2 11560 66309 19140784 1 build/Aspirin/0304/7.wav
DUPTYPE_FIRST_OCCURRENCE 669 2 11564 66309 20847354 1 build/Aspirin/0651/1.wav
DUPTYPE_WITHIN_SAME_TREE -669 2 11564 66309 20847482 1 build/Aspirin/0670/1.wav
DUPTYPE_FIRST_OCCURRENCE 5388 2 11568 66309 20972406 1 build/GeneralUserGS/0901/3.wav
DUPTYPE_WITHIN_SAME_TREE -5388 2 11568 66309 20972753 1 build/GeneralUserGS/0951/3.wav
DUPTYPE_WITHIN_SAME_TREE -5388 2 11568 66309 20972781 1 build/GeneralUserGS/0960/5.wav
DUPTYPE_FIRST_OCCURRENCE 6071 2 11576 66309 18879814 1 build/JCLive/0220/10.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879970 1 build/JCLive/0231/29.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879968 1 build/JCLive/0231/27.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879813 1 build/JCLive/0220/9.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879969 1 build/JCLive/0231/28.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879971 1 build/JCLive/0231/30.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879972 1 build/JCLive/0231/31.wav
DUPTYPE_WITHIN_SAME_TREE -6071 2 11576 66309 18879973 1 build/JCLive/0231/32.wav
DUPTYPE_FIRST_OCCURRENCE 6716 2 11580 66309 20070707 1 build/JCLive/0570/4.wav
DUPTYPE_WITHIN_SAME_TREE -6716 2 11580 66309 20070708 1 build/JCLive/0570/5.wav
DUPTYPE_WITHIN_SAME_TREE -6716 2 11580 66309 20070709 1 build/JCLive/0570/6.wav
DUPTYPE_FIRST_OCCURRENCE 4717 2 11580 66309 19796176 1 build/GeneralUserGS/04810/1.wav
DUPTYPE_WITHIN_SAME_TREE -4717 2 11580 66309 20070735 1 build/GeneralUserGS/0571/1.wav
DUPTYPE_WITHIN_SAME_TREE -4717 2 11580 66309 20847001 1 build/GeneralUserGS/0611/1.wav
DUPTYPE_WITHIN_SAME_TREE -4717 2 11580 66309 20847014 1 build/GeneralUserGS/0613/1.wav
DUPTYPE_WITHIN_SAME_TREE -4717 2 11580 66309 20070696 1 build/GeneralUserGS/0570/1.wav
DUPTYPE_FIRST_OCCURRENCE 4266 2 11644 66309 19009514 1 build/GeneralUserGS/0270/7.wav
DUPTYPE_WITHIN_SAME_TREE -4266 2 11644 66309 19009618 1 build/GeneralUserGS/0281/7.wav
DUPTYPE_WITHIN_SAME_TREE -4266 2 11644 66309 20973491 1 build/GeneralUserGS/1031/7.wav
DUPTYPE_FIRST_OCCURRENCE 4881 2 11708 66309 19796839 1 build/GeneralUserGS/0500/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20973201 1 build/GeneralUserGS/1002/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972370 1 build/GeneralUserGS/0900/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972243 1 build/GeneralUserGS/0882/6.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972881 1 build/GeneralUserGS/0971/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 19927446 1 build/GeneralUserGS/0501/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20973117 1 build/GeneralUserGS/1000/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972244 1 build/GeneralUserGS/0882/7.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972261 1 build/GeneralUserGS/0885/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20971787 1 build/GeneralUserGS/0830/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972732 1 build/GeneralUserGS/0950/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972654 1 build/GeneralUserGS/0940/3.wav
DUPTYPE_WITHIN_SAME_TREE -4881 2 11708 66309 20972550 1 build/GeneralUserGS/0921/6.wav
DUPTYPE_FIRST_OCCURRENCE 4208 2 11708 66309 18880119 1 build/GeneralUserGS/0250/2.wav
DUPTYPE_WITHIN_SAME_TREE -4208 2 11708 66309 20973707 1 build/GeneralUserGS/1073/2.wav
DUPTYPE_WITHIN_SAME_TREE -4208 2 11708 66309 20972624 1 build/GeneralUserGS/0931/2.wav
DUPTYPE_WITHIN_SAME_TREE -4208 2 11708 66309 18880154 1 build/GeneralUserGS/0251/2.wav
DUPTYPE_WITHIN_SAME_TREE -4208 2 11708 66309 19009539 1 build/GeneralUserGS/0271/2.wav
DUPTYPE_FIRST_OCCURRENCE 1907 2 11724 66309 9053211 1 build/FluidR3/0001/17.wav
DUPTYPE_WITHIN_SAME_TREE -1907 2 11724 66309 17569853 1 build/FluidR3/0031/17.wav
DUPTYPE_WITHIN_SAME_TREE -1907 2 11724 66309 14421024 1 build/FluidR3/0011/17.wav
DUPTYPE_FIRST_OCCURRENCE 7813 2 11728 66309 18225013 1 build/SBLive/0060/6.wav
DUPTYPE_WITHIN_SAME_TREE -7813 2 11728 66309 20973473 1 build/SBLive/1030/15.wav
DUPTYPE_WITHIN_SAME_TREE -7813 2 11728 66309 20973474 1 build/SBLive/1030/16.wav
DUPTYPE_WITHIN_SAME_TREE -7813 2 11728 66309 18225138 1 build/SBLive/0070/16.wav
DUPTYPE_WITHIN_SAME_TREE -7813 2 11728 66309 20971903 1 build/SBLive/0840/22.wav
DUPTYPE_WITHIN_SAME_TREE -7813 2 11728 66309 19009532 1 build/SBLive/0270/6.wav
DUPTYPE_FIRST_OCCURRENCE 8187 2 11752 66309 19665433 1 build/SBLive/0450/2.wav
DUPTYPE_WITHIN_SAME_TREE -8187 2 11752 66309 19665434 1 build/SBLive/0450/3.wav
DUPTYPE_FIRST_OCCURRENCE 1158 2 11780 66309 14944887 1 build/Chaos/0020/42.wav
DUPTYPE_WITHIN_SAME_TREE -1158 2 11780 66309 14944889 1 build/Chaos/0020/44.wav
DUPTYPE_FIRST_OCCURRENCE 6472 2 11804 66309 19534424 1 build/JCLive/0410/10.wav
DUPTYPE_WITHIN_SAME_TREE -6472 2 11804 66309 19534423 1 build/JCLive/0410/9.wav
DUPTYPE_FIRST_OCCURRENCE 2373 2 11812 66309 19009563 1 build/FluidR3/0280/6.wav
DUPTYPE_WITHIN_SAME_TREE -2373 2 11812 66309 19009566 1 build/FluidR3/0280/9.wav
DUPTYPE_FIRST_OCCURRENCE 744 2 11856 66309 20848156 1 build/Aspirin/0751/0.wav
DUPTYPE_WITHIN_SAME_TREE -744 2 11856 66309 20848172 1 build/Aspirin/0760/0.wav
DUPTYPE_WITHIN_SAME_TREE -744 2 11856 66309 20974404 1 build/Aspirin/1211/0.wav
DUPTYPE_FIRST_OCCURRENCE 2080 2 11984 66309 18225164 1 build/FluidR3/0080/4.wav
DUPTYPE_WITHIN_SAME_TREE -2080 2 11984 66309 20972942 1 build/FluidR3/0981/4.wav
DUPTYPE_FIRST_OCCURRENCE 4652 2 12008 66309 19665409 1 build/GeneralUserGS/0450/0.wav
DUPTYPE_WITHIN_SAME_TREE -4652 2 12008 66309 19796630 1 build/GeneralUserGS/0485/1.wav
DUPTYPE_WITHIN_SAME_TREE -4652 2 12008 66309 19796629 1 build/GeneralUserGS/0485/0.wav
DUPTYPE_WITHIN_SAME_TREE -4652 2 12008 66309 19665410 1 build/GeneralUserGS/0450/1.wav
DUPTYPE_FIRST_OCCURRENCE 441 2 12024 66309 19140537 1 build/Aspirin/0292/5.wav
DUPTYPE_WITHIN_SAME_TREE -441 2 12024 66309 20971841 1 build/Aspirin/0840/5.wav
DUPTYPE_FIRST_OCCURRENCE 8292 2 12036 66309 20328931 1 build/SBLive/0600/0.wav
DUPTYPE_WITHIN_SAME_TREE -8292 2 12036 66309 20328935 1 build/SBLive/0600/4.wav
DUPTYPE_FIRST_OCCURRENCE 493 2 12088 66309 19140886 1 build/Aspirin/0330/0.wav
DUPTYPE_WITHIN_SAME_TREE -493 2 12088 66309 19140887 1 build/Aspirin/0330/1.wav
DUPTYPE_WITHIN_SAME_TREE -493 2 12088 66309 19140893 1 build/Chaos/0330/0.wav
DUPTYPE_WITHIN_SAME_TREE -493 2 12088 66309 19140894 1 build/Chaos/0330/1.wav
DUPTYPE_WITHIN_SAME_TREE -493 2 12088 66309 19272410 1 build/Aspirin/0341/1.wav
DUPTYPE_WITHIN_SAME_TREE -493 2 12088 66309 19272409 1 build/Aspirin/0341/0.wav
DUPTYPE_FIRST_OCCURRENCE 7998 2 12140 66309 18880054 1 build/SBLive/0240/6.wav
DUPTYPE_WITHIN_SAME_TREE -7998 2 12140 66309 18880055 1 build/SBLive/0240/7.wav
DUPTYPE_WITHIN_SAME_TREE -7998 2 12140 66309 20973026 1 build/SBLive/0990/11.wav
DUPTYPE_FIRST_OCCURRENCE 6475 2 12252 66309 19534427 1 build/JCLive/0410/13.wav
DUPTYPE_WITHIN_SAME_TREE -6475 2 12252 66309 19534428 1 build/JCLive/0410/14.wav
DUPTYPE_FIRST_OCCURRENCE 5790 2 12252 66309 15469784 1 build/JCLive/0020/13.wav
DUPTYPE_WITHIN_SAME_TREE -5790 2 12252 66309 16914550 1 build/JCLive/0030/13.wav
DUPTYPE_FIRST_OCCURRENCE 7839 2 12262 66309 18354351 1 build/SBLive/0100/0.wav
DUPTYPE_WITHIN_SAME_TREE -7839 2 12262 66309 18354352 1 build/SBLive/0100/1.wav
DUPTYPE_WITHIN_SAME_TREE -7839 2 12262 66309 18354353 1 build/SBLive/0100/2.wav
DUPTYPE_WITHIN_SAME_TREE -7839 2 12262 66309 18354354 1 build/SBLive/0100/3.wav
DUPTYPE_FIRST_OCCURRENCE 2078 2 12264 66309 18225162 1 build/FluidR3/0080/2.wav
DUPTYPE_WITHIN_SAME_TREE -2078 2 12264 66309 20972940 1 build/FluidR3/0981/2.wav
DUPTYPE_FIRST_OCCURRENCE 670 2 12276 66309 20847355 1 build/Aspirin/0651/2.wav
DUPTYPE_WITHIN_SAME_TREE -670 2 12276 66309 20847483 1 build/Aspirin/0670/2.wav
DUPTYPE_FIRST_OCCURRENCE 9020 2 12334 66309 8916796 1 build/SoundBlasterOld/0000/5.wav
DUPTYPE_WITHIN_SAME_TREE -9020 2 12334 66309 17309683 1 build/SoundBlasterOld/0030/5.wav
DUPTYPE_WITHIN_SAME_TREE -9020 2 12334 66309 17828817 1 build/SoundBlasterOld/0031/5.wav
DUPTYPE_WITHIN_SAME_TREE -9020 2 12334 66309 15734688 1 build/SoundBlasterOld/0020/4.wav
DUPTYPE_WITHIN_SAME_TREE -9020 2 12334 66309 14027043 1 build/SoundBlasterOld/0010/5.wav
DUPTYPE_FIRST_OCCURRENCE 8882 2 12358 66309 20974288 1 build/SBLive/1180/0.wav
DUPTYPE_WITHIN_SAME_TREE -8882 2 12358 66309 20974289 1 build/SBLive/1180/1.wav
DUPTYPE_WITHIN_SAME_TREE -8882 2 12358 66309 20974290 1 build/SBLive/1180/2.wav
DUPTYPE_FIRST_OCCURRENCE 8457 2 12368 66309 20848150 1 build/SBLive/0750/6.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20971744 1 build/SBLive/0820/12.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20848238 1 build/SBLive/0770/2.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20974398 1 build/SBLive/1210/6.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20971818 1 build/SBLive/0830/10.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20848192 1 build/SBLive/0760/4.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20971820 1 build/SBLive/0830/12.wav
DUPTYPE_WITHIN_SAME_TREE -8457 2 12368 66309 20972004 1 build/SBLive/0850/10.wav
DUPTYPE_FIRST_OCCURRENCE 6833 2 12412 66309 20847530 1 build/JCLive/0670/4.wav
DUPTYPE_WITHIN_SAME_TREE -6833 2 12412 66309 20847531 1 build/JCLive/0670/5.wav
DUPTYPE_FIRST_OCCURRENCE 5057 2 12412 66309 20847223 1 build/GeneralUserGS/0640/4.wav
DUPTYPE_WITHIN_SAME_TREE -5057 2 12412 66309 20847225 1 build/GeneralUserGS/0640/6.wav
DUPTYPE_WITHIN_SAME_TREE -5057 2 12412 66309 20847224 1 build/GeneralUserGS/0640/5.wav
DUPTYPE_FIRST_OCCURRENCE 7853 2 12440 66309 18486940 1 build/SBLive/0120/1.wav
DUPTYPE_WITHIN_SAME_TREE -7853 2 12440 66309 18486941 1 build/SBLive/0120/2.wav
DUPTYPE_FIRST_OCCURRENCE 5795 2 12444 66309 15469774 1 build/JCLive/0020/3.wav
DUPTYPE_WITHIN_SAME_TREE -5795 2 12444 66309 16913726 1 build/JCLive/0030/3.wav
DUPTYPE_FIRST_OCCURRENCE 671 2 12456 66309 20847356 1 build/Aspirin/0651/3.wav
DUPTYPE_WITHIN_SAME_TREE -671 2 12456 66309 20847484 1 build/Aspirin/0670/3.wav
DUPTYPE_FIRST_OCCURRENCE 672 2 12468 66309 20847357 1 build/Aspirin/0651/4.wav
DUPTYPE_WITHIN_SAME_TREE -672 2 12468 66309 20847485 1 build/Aspirin/0670/4.wav
DUPTYPE_FIRST_OCCURRENCE 1592 2 12512 66309 20847288 1 build/Chaos/0650/3.wav
DUPTYPE_WITHIN_SAME_TREE -1592 2 12512 66309 20847386 1 build/Chaos/0660/5.wav
DUPTYPE_FIRST_OCCURRENCE 9129 2 12524 66309 18880062 1 build/SoundBlasterOld/0240/2.wav
DUPTYPE_WITHIN_SAME_TREE -9129 2 12524 66309 20973037 1 build/SoundBlasterOld/0990/1.wav
DUPTYPE_WITHIN_SAME_TREE -9129 2 12524 66309 20972634 1 build/SoundBlasterOld/0931/1.wav
DUPTYPE_WITHIN_SAME_TREE -9129 2 12524 66309 20972635 1 build/SoundBlasterOld/0931/2.wav
DUPTYPE_WITHIN_SAME_TREE -9129 2 12524 66309 20972633 1 build/SoundBlasterOld/0931/0.wav
DUPTYPE_WITHIN_SAME_TREE -9129 2 12524 66309 18880149 1 build/SoundBlasterOld/0250/1.wav
DUPTYPE_FIRST_OCCURRENCE 6707 2 12552 66309 20070703 1 build/JCLive/0570/0.wav
DUPTYPE_WITHIN_SAME_TREE -6707 2 12552 66309 20070704 1 build/JCLive/0570/1.wav
DUPTYPE_FIRST_OCCURRENCE 7997 2 12552 66309 18880053 1 build/SBLive/0240/5.wav
DUPTYPE_WITHIN_SAME_TREE -7997 2 12552 66309 20973025 1 build/SBLive/0990/10.wav
DUPTYPE_FIRST_OCCURRENCE 430 2 12560 66309 19140284 1 build/Aspirin/0291/0.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140635 1 build/Aspirin/0301/0.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140777 1 build/Aspirin/0304/0.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140637 1 build/Aspirin/0301/2.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140636 1 build/Aspirin/0301/1.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140285 1 build/Aspirin/0291/1.wav
DUPTYPE_WITHIN_SAME_TREE -430 2 12560 66309 19140286 1 build/Aspirin/0291/2.wav
DUPTYPE_FIRST_OCCURRENCE 6481 2 12572 66309 19534419 1 build/JCLive/0410/5.wav
DUPTYPE_WITHIN_SAME_TREE -6481 2 12572 66309 19534420 1 build/JCLive/0410/6.wav
DUPTYPE_FIRST_OCCURRENCE 3942 2 12588 66309 18225092 1 build/GeneralUserGS/0070/7.wav
DUPTYPE_WITHIN_SAME_TREE -3942 2 12588 66309 20971939 1 build/GeneralUserGS/0841/6.wav
DUPTYPE_WITHIN_SAME_TREE -3942 2 12588 66309 18225149 1 build/GeneralUserGS/0071/6.wav
DUPTYPE_FIRST_OCCURRENCE 3907 2 12616 66309 18224951 1 build/GeneralUserGS/0060/0.wav
DUPTYPE_WITHIN_SAME_TREE -3907 2 12616 66309 20972264 1 build/GeneralUserGS/0886/0.wav
DUPTYPE_FIRST_OCCURRENCE 5054 2 12620 66309 20847229 1 build/GeneralUserGS/0640/10.wav
DUPTYPE_WITHIN_SAME_TREE -5054 2 12620 66309 20847228 1 build/GeneralUserGS/0640/9.wav
DUPTYPE_WITHIN_SAME_TREE -5054 2 12620 66309 20847479 1 build/GeneralUserGS/0661/0.wav
DUPTYPE_FIRST_OCCURRENCE 1423 2 12748 66309 19272467 1 build/Chaos/0360/0.wav
DUPTYPE_WITHIN_SAME_TREE -1423 2 12748 66309 19403344 1 build/Chaos/0370/0.wav
DUPTYPE_FIRST_OCCURRENCE 5296 2 12796 66309 20972215 1 build/GeneralUserGS/0881/0.wav
DUPTYPE_WITHIN_SAME_TREE -5296 2 12796 66309 20972904 1 build/GeneralUserGS/0980/0.wav
DUPTYPE_WITHIN_SAME_TREE -5296 2 12796 66309 20972500 1 build/GeneralUserGS/0920/0.wav
DUPTYPE_WITHIN_SAME_TREE -5296 2 12796 66309 20972952 1 build/GeneralUserGS/0982/0.wav
DUPTYPE_FIRST_OCCURRENCE 4195 2 12820 66309 18880028 1 build/GeneralUserGS/0240/1.wav
DUPTYPE_WITHIN_SAME_TREE -4195 2 12820 66309 20972996 1 build/GeneralUserGS/0990/1.wav
DUPTYPE_FIRST_OCCURRENCE 6256 2 12820 66309 19009749 1 build/JCLive/0290/54.wav
DUPTYPE_WITHIN_SAME_TREE -6256 2 12820 66309 19009753 1 build/JCLive/0290/58.wav
DUPTYPE_WITHIN_SAME_TREE -6256 2 12820 66309 19009750 1 build/JCLive/0290/55.wav
DUPTYPE_WITHIN_SAME_TREE -6256 2 12820 66309 19009754 1 build/JCLive/0290/59.wav
DUPTYPE_WITHIN_SAME_TREE -6256 2 12820 66309 19009752 1 build/JCLive/0290/57.wav
DUPTYPE_WITHIN_SAME_TREE -6256 2 12820 66309 19009751 1 build/JCLive/0290/56.wav
DUPTYPE_FIRST_OCCURRENCE 3909 2 12820 66309 18224953 1 build/GeneralUserGS/0060/2.wav
DUPTYPE_WITHIN_SAME_TREE -3909 2 12820 66309 20972266 1 build/GeneralUserGS/0886/2.wav
DUPTYPE_FIRST_OCCURRENCE 7996 2 12874 66309 18880052 1 build/SBLive/0240/4.wav
DUPTYPE_WITHIN_SAME_TREE -7996 2 12874 66309 20973024 1 build/SBLive/0990/9.wav
DUPTYPE_FIRST_OCCURRENCE 3598 2 12876 66309 8788882 1 build/GeneralUserGS/0000/20.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 9182550 1 build/GeneralUserGS/0001/18.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 11668532 1 build/GeneralUserGS/0010/21.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 14551700 1 build/GeneralUserGS/0011/18.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 18224920 1 build/GeneralUserGS/0054/18.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 16783045 1 build/GeneralUserGS/0030/17.wav
DUPTYPE_WITHIN_SAME_TREE -3598 2 12876 66309 15996919 1 build/GeneralUserGS/0021/17.wav
DUPTYPE_FIRST_OCCURRENCE 426 2 12908 66309 19009645 1 build/Aspirin/0290/6.wav
DUPTYPE_WITHIN_SAME_TREE -426 2 12908 66309 19140549 1 build/Aspirin/0300/10.wav
DUPTYPE_FIRST_OCCURRENCE 7869 2 12930 66309 18619126 1 build/SBLive/0150/1.wav
DUPTYPE_WITHIN_SAME_TREE -7869 2 12930 66309 18619132 1 build/SBLive/0150/7.wav
DUPTYPE_WITHIN_SAME_TREE -7869 2 12930 66309 18619130 1 build/SBLive/0150/5.wav
DUPTYPE_WITHIN_SAME_TREE -7869 2 12930 66309 18619128 1 build/SBLive/0150/3.wav
DUPTYPE_WITHIN_SAME_TREE -7869 2 12930 66309 18619134 1 build/SBLive/0150/9.wav
DUPTYPE_FIRST_OCCURRENCE 6835 2 12960 66309 20847532 1 build/JCLive/0670/6.wav
DUPTYPE_WITHIN_SAME_TREE -6835 2 12960 66309 20847533 1 build/JCLive/0670/7.wav
DUPTYPE_FIRST_OCCURRENCE 2064 2 12964 66309 18224948 1 build/FluidR3/0060/9.wav
DUPTYPE_WITHIN_SAME_TREE -2064 2 12964 66309 20974539 1 build/FluidR3/1251/9.wav
DUPTYPE_FIRST_OCCURRENCE 6483 2 13020 66309 19534421 1 build/JCLive/0410/7.wav
DUPTYPE_WITHIN_SAME_TREE -6483 2 13020 66309 19534422 1 build/JCLive/0410/8.wav
DUPTYPE_FIRST_OCCURRENCE 2063 2 13032 66309 18224947 1 build/FluidR3/0060/8.wav
DUPTYPE_WITHIN_SAME_TREE -2063 2 13032 66309 20974538 1 build/FluidR3/1251/8.wav
DUPTYPE_FIRST_OCCURRENCE 166 2 13068 66309 8264545 1 build/Aspirin/0000/18.wav
DUPTYPE_WITHIN_SAME_TREE -166 2 13068 66309 14158238 1 build/Aspirin/0011/18.wav
DUPTYPE_WITHIN_SAME_TREE -166 2 13068 66309 15861995 1 build/Aspirin/0021/18.wav
DUPTYPE_WITHIN_SAME_TREE -166 2 13068 66309 17449852 1 build/Aspirin/0031/18.wav
DUPTYPE_FIRST_OCCURRENCE 1153 2 13096 66309 14944883 1 build/Chaos/0020/38.wav
DUPTYPE_WITHIN_SAME_TREE -1153 2 13096 66309 14944885 1 build/Chaos/0020/40.wav
DUPTYPE_FIRST_OCCURRENCE 594 2 13108 66309 19796585 1 build/Aspirin/0482/4.wav
DUPTYPE_WITHIN_SAME_TREE -594 2 13108 66309 20847283 1 build/Aspirin/0650/4.wav
DUPTYPE_WITHIN_SAME_TREE -594 2 13108 66309 20584874 1 build/Aspirin/0610/1.wav
DUPTYPE_WITHIN_SAME_TREE -594 2 13108 66309 20185165 1 build/Aspirin/0600/4.wav
DUPTYPE_FIRST_OCCURRENCE 4331 2 13164 66309 19140654 1 build/GeneralUserGS/0301/10.wav
DUPTYPE_WITHIN_SAME_TREE -4331 2 13164 66309 19140652 1 build/GeneralUserGS/0301/8.wav
DUPTYPE_WITHIN_SAME_TREE -4331 2 13164 66309 19140653 1 build/GeneralUserGS/0301/9.wav
DUPTYPE_FIRST_OCCURRENCE 169 2 13164 66309 8264547 1 build/Aspirin/0000/20.wav
DUPTYPE_WITHIN_SAME_TREE -169 2 13164 66309 17449854 1 build/Aspirin/0031/20.wav
DUPTYPE_WITHIN_SAME_TREE -169 2 13164 66309 14158240 1 build/Aspirin/0011/20.wav
DUPTYPE_WITHIN_SAME_TREE -169 2 13164 66309 15861997 1 build/Aspirin/0021/20.wav
DUPTYPE_FIRST_OCCURRENCE 1136 2 13168 66309 14944867 1 build/Chaos/0020/22.wav
DUPTYPE_WITHIN_SAME_TREE -1136 2 13168 66309 14944871 1 build/Chaos/0020/26.wav
DUPTYPE_WITHIN_SAME_TREE -1136 2 13168 66309 14944869 1 build/Chaos/0020/24.wav
