# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -8156 2 2102 66309 20973900 1 build/SBLive/1100/24.wav
DUPTYPE_WITHIN_SAME_TREE -8156 2 2102 66309 19534439 1 build/SBLive/0410/8.wav
DUPTYPE_FIRST_OCCURRENCE 4429 2 2108 66309 19403756 1 build/GeneralUserGS/0382/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 20972144 1 build/GeneralUserGS/0873/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 20971668 1 build/GeneralUserGS/0810/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 19403793 1 build/GeneralUserGS/0387/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 20847045 1 build/GeneralUserGS/0620/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 20973397 1 build/GeneralUserGS/1022/0.wav
DUPTYPE_WITHIN_SAME_TREE -4429 2 2108 66309 19403767 1 build/GeneralUserGS/0383/0.wav
DUPTYPE_FIRST_OCCURRENCE 4421 2 2108 66309 19403737 1 build/GeneralUserGS/0381/0.wav
DUPTYPE_WITHIN_SAME_TREE -4421 2 2108 66309 20847103 1 build/GeneralUserGS/0621/0.wav
DUPTYPE_WITHIN_SAME_TREE -4421 2 2108 66309 20847136 1 build/GeneralUserGS/0630/0.wav
DUPTYPE_FIRST_OCCURRENCE 1026 2 2112 66309 20973977 1 build/Aspirin/1110/12.wav
DUPTYPE_WITHIN_SAME_TREE -1026 2 2112 66309 20847661 1 build/Chaos/0690/4.wav
DUPTYPE_WITHIN_SAME_TREE -1026 2 2112 66309 20973998 1 build/Chaos/1110/12.wav
DUPTYPE_FIRST_OCCURRENCE 1022 2 2112 66309 20973965 1 build/Aspirin/1110/0.wav
DUPTYPE_WITHIN_SAME_TREE -1022 2 2112 66309 20973986 1 build/Chaos/1110/0.wav
DUPTYPE_WITHIN_SAME_TREE -1022 2 2112 66309 20847657 1 build/Chaos/0690/0.wav
DUPTYPE_FIRST_OCCURRENCE 988 2 2112 66309 20973597 1 build/Aspirin/1060/1.wav
DUPTYPE_WITHIN_SAME_TREE -988 2 2112 66309 20973603 1 build/Chaos/1060/2.wav
DUPTYPE_FIRST_OCCURRENCE 353 2 2112 66309 18748784 1 build/Aspirin/0200/0.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748910 1 build/Aspirin/0210/0.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748911 1 build/Aspirin/0210/1.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748921 1 build/Chaos/0210/0.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18879836 1 build/Aspirin/0230/0.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748922 1 build/Chaos/0210/1.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748785 1 build/Aspirin/0200/1.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18879846 1 build/Chaos/0230/0.wav
DUPTYPE_WITHIN_SAME_TREE -353 2 2112 66309 18748795 1 build/Chaos/0200/0.wav
DUPTYPE_FIRST_OCCURRENCE 1037 2 2112 66309 20973970 1 build/Aspirin/1110/5.wav
DUPTYPE_WITHIN_SAME_TREE -1037 2 2112 66309 20973991 1 build/Chaos/1110/5.wav
DUPTYPE_WITHIN_SAME_TREE -1037 2 2112 66309 20847491 1 build/Chaos/0670/4.wav
DUPTYPE_FIRST_OCCURRENCE 1331 2 2112 66309 18879782 1 build/Chaos/0220/1.wav
DUPTYPE_WITHIN_SAME_TREE -1331 2 2112 66309 18879849 1 build/Chaos/0230/3.wav
DUPTYPE_FIRST_OCCURRENCE 1449 2 2112 66309 19534253 1 build/Chaos/0400/8.wav
DUPTYPE_WITHIN_SAME_TREE -1449 2 2112 66309 20973828 1 build/Chaos/1100/8.wav
DUPTYPE_WITHIN_SAME_TREE -1449 2 2112 66309 19534382 1 build/Chaos/0410/7.wav
DUPTYPE_FIRST_OCCURRENCE 1333 2 2112 66309 18879784 1 build/Chaos/0220/3.wav
DUPTYPE_WITHIN_SAME_TREE -1333 2 2112 66309 18879852 1 build/Chaos/0230/6.wav
DUPTYPE_FIRST_OCCURRENCE 1040 2 2112 66309 20973973 1 build/Aspirin/1110/8.wav
DUPTYPE_WITHIN_SAME_TREE -1040 2 2112 66309 20847492 1 build/Chaos/0670/5.wav
DUPTYPE_WITHIN_SAME_TREE -1040 2 2112 66309 20973994 1 build/Chaos/1110/8.wav
DUPTYPE_FIRST_OCCURRENCE 356 2 2112 66309 18748787 1 build/Aspirin/0200/3.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18879853 1 build/Chaos/0230/7.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748926 1 build/Chaos/0210/5.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748924 1 build/Chaos/0210/3.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748915 1 build/Aspirin/0210/5.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748913 1 build/Aspirin/0210/3.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748789 1 build/Aspirin/0200/5.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18748800 1 build/Chaos/0200/5.wav
DUPTYPE_WITHIN_SAME_TREE -356 2 2112 66309 18879839 1 build/Aspirin/0230/3.wav
DUPTYPE_FIRST_OCCURRENCE 1254 2 2112 66309 18224935 1 build/Chaos/0060/4.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225051 1 build/GeneralUserGS/0062/9.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225033 1 build/GeneralUserGS/0061/6.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225049 1 build/GeneralUserGS/0062/7.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225050 1 build/GeneralUserGS/0062/8.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225034 1 build/GeneralUserGS/0061/7.wav
DUPTYPE_WITHIN_SAME_TREE -1254 2 2112 66309 18225035 1 build/GeneralUserGS/0061/8.wav
DUPTYPE_FIRST_OCCURRENCE 325 2 2112 66309 18486964 1 build/Aspirin/0130/0.wav
DUPTYPE_WITHIN_SAME_TREE -325 2 2112 66309 18486968 1 build/Chaos/0130/0.wav
DUPTYPE_FIRST_OCCURRENCE 1027 2 2112 66309 20973978 1 build/Aspirin/1110/13.wav
DUPTYPE_WITHIN_SAME_TREE -1027 2 2112 66309 20973999 1 build/Chaos/1110/13.wav
DUPTYPE_WITHIN_SAME_TREE -1027 2 2112 66309 20847494 1 build/Chaos/0670/7.wav
DUPTYPE_FIRST_OCCURRENCE 9114 2 2140 66309 18748990 1 build/SoundBlasterOld/0210/0.wav
DUPTYPE_WITHIN_SAME_TREE -9114 2 2140 66309 18879914 1 build/SoundBlasterOld/0230/0.wav
DUPTYPE_FIRST_OCCURRENCE 4046 2 2148 66309 18619167 1 build/GeneralUserGS/0160/4.wav
DUPTYPE_WITHIN_SAME_TREE -4046 2 2148 66309 18748772 1 build/GeneralUserGS/0191/4.wav
DUPTYPE_FIRST_OCCURRENCE 8842 2 2160 66309 20974036 1 build/SBLive/1110/4.wav
DUPTYPE_WITHIN_SAME_TREE -8842 2 2160 66309 20974037 1 build/SBLive/1110/5.wav
DUPTYPE_WITHIN_SAME_TREE -8842 2 2160 66309 20974038 1 build/SBLive/1110/6.wav
DUPTYPE_FIRST_OCCURRENCE 4043 2 2172 66309 18619173 1 build/GeneralUserGS/0160/10.wav
DUPTYPE_WITHIN_SAME_TREE -4043 2 2172 66309 18748778 1 build/GeneralUserGS/0191/10.wav
DUPTYPE_FIRST_OCCURRENCE 6939 2 2184 66309 20848142 1 build/JCLive/0750/7.wav
DUPTYPE_WITHIN_SAME_TREE -6939 2 2184 66309 20848233 1 build/JCLive/0770/4.wav
DUPTYPE_WITHIN_SAME_TREE -6939 2 2184 66309 20848186 1 build/JCLive/0760/6.wav
DUPTYPE_WITHIN_SAME_TREE -6939 2 2184 66309 20971805 1 build/JCLive/0830/15.wav
DUPTYPE_WITHIN_SAME_TREE -6939 2 2184 66309 20974390 1 build/JCLive/1210/7.wav
DUPTYPE_WITHIN_SAME_TREE -6939 2 2184 66309 20971992 1 build/JCLive/0850/5.wav
DUPTYPE_FIRST_OCCURRENCE 1680 2 2184 66309 20971722 1 build/Chaos/0820/14.wav
DUPTYPE_WITHIN_SAME_TREE -1680 2 2184 66309 20848201 1 build/GeneralUserGS/0761/0.wav
DUPTYPE_WITHIN_SAME_TREE -1680 2 2184 66309 20971765 1 build/GeneralUserGS/0823/0.wav
DUPTYPE_WITHIN_SAME_TREE -1680 2 2184 66309 20848248 1 build/GeneralUserGS/0771/0.wav
DUPTYPE_FIRST_OCCURRENCE 9187 2 2192 66309 19534315 1 build/SoundBlasterOld/0400/3.wav
DUPTYPE_WITHIN_SAME_TREE -9187 2 2192 66309 20973905 1 build/SoundBlasterOld/1100/3.wav
DUPTYPE_WITHIN_SAME_TREE -9187 2 2192 66309 19534444 1 build/SoundBlasterOld/0410/3.wav
DUPTYPE_FIRST_OCCURRENCE 9186 2 2214 66309 19534314 1 build/SoundBlasterOld/0400/2.wav
DUPTYPE_WITHIN_SAME_TREE -9186 2 2214 66309 20973904 1 build/SoundBlasterOld/1100/2.wav
DUPTYPE_WITHIN_SAME_TREE -9186 2 2214 66309 19534443 1 build/SoundBlasterOld/0410/2.wav
DUPTYPE_FIRST_OCCURRENCE 7539 2 2220 66309 12454856 1 build/LesPaul/0292/24.wav
DUPTYPE_WITHIN_SAME_TREE -7539 2 2220 66309 12585595 1 build/LesPaul/0301/24.wav
DUPTYPE_FIRST_OCCURRENCE 7530 2 2220 66309 12454848 1 build/LesPaul/0292/16.wav
DUPTYPE_WITHIN_SAME_TREE -7530 2 2220 66309 12585587 1 build/LesPaul/0301/16.wav
DUPTYPE_FIRST_OCCURRENCE 7524 2 2220 66309 12454842 1 build/LesPaul/0292/10.wav
DUPTYPE_WITHIN_SAME_TREE -7524 2 2220 66309 12585581 1 build/LesPaul/0301/10.wav
DUPTYPE_FIRST_OCCURRENCE 7541 2 2220 66309 12454858 1 build/LesPaul/0292/26.wav
DUPTYPE_WITHIN_SAME_TREE -7541 2 2220 66309 12585597 1 build/LesPaul/0301/26.wav
DUPTYPE_FIRST_OCCURRENCE 7552 2 2220 66309 12454839 1 build/LesPaul/0292/7.wav
DUPTYPE_WITHIN_SAME_TREE -7552 2 2220 66309 12585578 1 build/LesPaul/0301/7.wav
DUPTYPE_FIRST_OCCURRENCE 7536 2 2220 66309 12454853 1 build/LesPaul/0292/21.wav
DUPTYPE_WITHIN_SAME_TREE -7536 2 2220 66309 12585592 1 build/LesPaul/0301/21.wav
DUPTYPE_FIRST_OCCURRENCE 7540 2 2220 66309 12454857 1 build/LesPaul/0292/25.wav
DUPTYPE_WITHIN_SAME_TREE -7540 2 2220 66309 12585596 1 build/LesPaul/0301/25.wav
DUPTYPE_FIRST_OCCURRENCE 4413 2 2236 66309 19403697 1 build/GeneralUserGS/0380/0.wav
DUPTYPE_WITHIN_SAME_TREE -4413 2 2236 66309 20972132 1 build/GeneralUserGS/0871/0.wav
DUPTYPE_FIRST_OCCURRENCE 7816 2 2246 66309 18225132 1 build/SBLive/0070/10.wav
DUPTYPE_WITHIN_SAME_TREE -7816 2 2246 66309 18225133 1 build/SBLive/0070/11.wav
DUPTYPE_WITHIN_SAME_TREE -7816 2 2246 66309 20971897 1 build/SBLive/0840/16.wav
DUPTYPE_FIRST_OCCURRENCE 700 2 2252 66309 20847799 1 build/Aspirin/0710/2.wav
DUPTYPE_WITHIN_SAME_TREE -700 2 2252 66309 20847806 1 build/Chaos/0710/4.wav
DUPTYPE_FIRST_OCCURRENCE 693 2 2252 66309 20847714 1 build/Aspirin/0700/0.wav
DUPTYPE_WITHIN_SAME_TREE -693 2 2252 66309 20847720 1 build/Chaos/0700/0.wav
DUPTYPE_FIRST_OCCURRENCE 306 2 2252 66309 18225025 1 build/Aspirin/0061/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 19009494 1 build/Chaos/0270/5.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18225052 1 build/GeneralUserGS/0062/10.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18225036 1 build/GeneralUserGS/0061/9.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20973422 1 build/Chaos/1030/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18225071 1 build/Chaos/0070/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18225053 1 build/GeneralUserGS/0062/11.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18225062 1 build/Aspirin/0070/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20971916 1 build/Aspirin/0841/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20972572 1 build/Chaos/0930/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18224936 1 build/Chaos/0060/5.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20974574 1 build/GeneralUserGS/1258/1.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 18224937 1 build/Chaos/0060/6.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20971925 1 build/Chaos/0841/7.wav
DUPTYPE_WITHIN_SAME_TREE -306 2 2252 66309 20974566 1 build/Aspirin/1257/0.wav
DUPTYPE_FIRST_OCCURRENCE 686 2 2252 66309 20847582 1 build/Aspirin/0680/4.wav
DUPTYPE_WITHIN_SAME_TREE -686 2 2252 66309 20847597 1 build/Chaos/0680/11.wav
DUPTYPE_WITHIN_SAME_TREE -686 2 2252 66309 20847596 1 build/Chaos/0680/10.wav
DUPTYPE_WITHIN_SAME_TREE -686 2 2252 66309 20847583 1 build/Aspirin/0680/5.wav
DUPTYPE_WITHIN_SAME_TREE -686 2 2252 66309 20847584 1 build/Aspirin/0680/6.wav
DUPTYPE_WITHIN_SAME_TREE -686 2 2252 66309 20847598 1 build/Chaos/0680/12.wav
DUPTYPE_FIRST_OCCURRENCE 696 2 2252 66309 20847717 1 build/Aspirin/0700/3.wav
DUPTYPE_WITHIN_SAME_TREE -696 2 2252 66309 20847725 1 build/Chaos/0700/5.wav
DUPTYPE_FIRST_OCCURRENCE 1201 2 2252 66309 18098347 1 build/Chaos/0040/1.wav
DUPTYPE_WITHIN_SAME_TREE -1201 2 2252 66309 18098527 1 build/Chaos/0050/3.wav
DUPTYPE_WITHIN_SAME_TREE -1201 2 2252 66309 18098529 1 build/Chaos/0050/5.wav
DUPTYPE_WITHIN_SAME_TREE -1201 2 2252 66309 18098349 1 build/Chaos/0040/3.wav
DUPTYPE_WITHIN_SAME_TREE -1201 2 2252 66309 18098525 1 build/Chaos/0050/1.wav
DUPTYPE_FIRST_OCCURRENCE 996 2 2252 66309 20973749 1 build/Aspirin/1090/0.wav
DUPTYPE_WITHIN_SAME_TREE -996 2 2252 66309 20973751 1 build/Aspirin/1090/2.wav
DUPTYPE_WITHIN_SAME_TREE -996 2 2252 66309 20973757 1 build/Chaos/1090/1.wav
DUPTYPE_WITHIN_SAME_TREE -996 2 2252 66309 20973759 1 build/Chaos/1090/3.wav
DUPTYPE_FIRST_OCCURRENCE 1205 2 2252 66309 18098359 1 build/Chaos/0040/13.wav
DUPTYPE_WITHIN_SAME_TREE -1205 2 2252 66309 18098361 1 build/Chaos/0040/15.wav
DUPTYPE_WITHIN_SAME_TREE -1205 2 2252 66309 18098363 1 build/Chaos/0040/17.wav
DUPTYPE_WITHIN_SAME_TREE -1205 2 2252 66309 18098547 1 build/Chaos/0050/23.wav
DUPTYPE_WITHIN_SAME_TREE -1205 2 2252 66309 18098549 1 build/Chaos/0050/25.wav
DUPTYPE_WITHIN_SAME_TREE -1205 2 2252 66309 18098551 1 build/Chaos/0050/27.wav
DUPTYPE_FIRST_OCCURRENCE 4343 2 2252 66309 19140763 1 build/GeneralUserGS/0302/3.wav
DUPTYPE_WITHIN_SAME_TREE -4343 2 2252 66309 19140833 1 build/GeneralUserGS/0311/1.wav
DUPTYPE_WITHIN_SAME_TREE -4343 2 2252 66309 20971603 1 build/GeneralUserGS/0791/0.wav
DUPTYPE_FIRST_OCCURRENCE 1334 2 2252 66309 18879785 1 build/Chaos/0220/4.wav
DUPTYPE_WITHIN_SAME_TREE -1334 2 2252 66309 18879848 1 build/Chaos/0230/2.wav
DUPTYPE_FIRST_OCCURRENCE 1252 2 2252 66309 18224933 1 build/Chaos/0060/2.wav
DUPTYPE_WITHIN_SAME_TREE -1252 2 2252 66309 18225044 1 build/GeneralUserGS/0062/2.wav
DUPTYPE_WITHIN_SAME_TREE -1252 2 2252 66309 18225029 1 build/GeneralUserGS/0061/2.wav
DUPTYPE_WITHIN_SAME_TREE -1252 2 2252 66309 18225045 1 build/GeneralUserGS/0062/3.wav
DUPTYPE_WITHIN_SAME_TREE -1252 2 2252 66309 18225030 1 build/GeneralUserGS/0061/3.wav
DUPTYPE_FIRST_OCCURRENCE 5741 2 2252 66309 20974647 1 build/GeneralUserGS/1274/1.wav
DUPTYPE_WITHIN_SAME_TREE -5741 2 2252 66309 20974648 1 build/GeneralUserGS/1274/2.wav
DUPTYPE_FIRST_OCCURRENCE 6397 2 2252 66309 19140918 1 build/JCLive/0330/3.wav
DUPTYPE_WITHIN_SAME_TREE -6397 2 2252 66309 19403835 1 build/JCLive/0390/14.wav
DUPTYPE_WITHIN_SAME_TREE -6397 2 2252 66309 19403837 1 build/JCLive/0390/16.wav
DUPTYPE_FIRST_OCCURRENCE 1203 2 2252 66309 18098357 1 build/Chaos/0040/11.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098537 1 build/Chaos/0050/13.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098539 1 build/Chaos/0050/15.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098535 1 build/Chaos/0050/11.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098533 1 build/Chaos/0050/9.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098531 1 build/Chaos/0050/7.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098351 1 build/Chaos/0040/5.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098355 1 build/Chaos/0040/9.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098353 1 build/Chaos/0040/7.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098541 1 build/Chaos/0050/17.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098543 1 build/Chaos/0050/19.wav
DUPTYPE_WITHIN_SAME_TREE -1203 2 2252 66309 18098545 1 build/Chaos/0050/21.wav
DUPTYPE_FIRST_OCCURRENCE 1289 2 2252 66309 18619067 1 build/Chaos/0150/1.wav
DUPTYPE_WITHIN_SAME_TREE -1289 2 2252 66309 18619068 1 build/Chaos/0150/2.wav
DUPTYPE_FIRST_OCCURRENCE 5903 2 2300 66309 18225111 1 build/JCLive/0070/16.wav
DUPTYPE_WITHIN_SAME_TREE -5903 2 2300 66309 18225112 1 build/JCLive/0070/17.wav
DUPTYPE_FIRST_OCCURRENCE 4041 2 2320 66309 18619163 1 build/GeneralUserGS/0160/0.wav
DUPTYPE_WITHIN_SAME_TREE -4041 2 2320 66309 18748768 1 build/GeneralUserGS/0191/0.wav
DUPTYPE_FIRST_OCCURRENCE 7871 2 2328 66309 18619136 1 build/SBLive/0150/11.wav
DUPTYPE_WITHIN_SAME_TREE -7871 2 2328 66309 18619140 1 build/SBLive/0150/15.wav
DUPTYPE_WITHIN_SAME_TREE -7871 2 2328 66309 18619138 1 build/SBLive/0150/13.wav
DUPTYPE_FIRST_OCCURRENCE 9270 2 2342 66309 20847255 1 build/SoundBlasterOld/0640/0.wav
DUPTYPE_WITHIN_SAME_TREE -9270 2 2342 66309 20847454 1 build/SoundBlasterOld/0660/0.wav
DUPTYPE_WITHIN_SAME_TREE -9270 2 2342 66309 20847344 1 build/SoundBlasterOld/0650/0.wav
DUPTYPE_FIRST_OCCURRENCE 4010 2 2356 66309 18487058 1 build/GeneralUserGS/0141/0.wav
DUPTYPE_WITHIN_SAME_TREE -4010 2 2356 66309 18487059 1 build/GeneralUserGS/0141/1.wav
DUPTYPE_FIRST_OCCURRENCE 9432 2 2370 66309 20973640 1 build/SoundBlasterOld/1060/0.wav
DUPTYPE_WITHIN_SAME_TREE -9432 2 2370 66309 20974173 1 build/SoundBlasterOld/1150/0.wav
DUPTYPE_WITHIN_SAME_TREE -9432 2 2370 66309 20973746 1 build/SoundBlasterOld/1081/0.wav
DUPTYPE_FIRST_OCCURRENCE 8090 2 2384 66309 19272079 1 build/SBLive/0330/3.wav
DUPTYPE_WITHIN_SAME_TREE -8090 2 2384 66309 19403855 1 build/SBLive/0390/14.wav
DUPTYPE_WITHIN_SAME_TREE -8090 2 2384 66309 19403857 1 build/SBLive/0390/16.wav
DUPTYPE_FIRST_OCCURRENCE 9056 2 2388 66309 18098442 1 build/SoundBlasterOld/0040/3.wav
DUPTYPE_WITHIN_SAME_TREE -9056 2 2388 66309 20972220 1 build/SoundBlasterOld/0881/0.wav
DUPTYPE_WITHIN_SAME_TREE -9056 2 2388 66309 18098587 1 build/SoundBlasterOld/0050/0.wav
DUPTYPE_FIRST_OCCURRENCE 1000 2 2392 66309 20973753 1 build/Aspirin/1090/4.wav
DUPTYPE_WITHIN_SAME_TREE -1000 2 2392 66309 20973761 1 build/Chaos/1090/5.wav
DUPTYPE_FIRST_OCCURRENCE 7354 2 2392 66309 20973784 1 build/JCLive/1090/6.wav
DUPTYPE_WITHIN_SAME_TREE -7354 2 2392 66309 20973786 1 build/JCLive/1090/8.wav
DUPTYPE_FIRST_OCCURRENCE 1488 2 2392 66309 19665460 1 build/Chaos/0460/2.wav
DUPTYPE_WITHIN_SAME_TREE -1488 2 2392 66309 19665462 1 build/Chaos/0460/4.wav
DUPTYPE_WITHIN_SAME_TREE -1488 2 2392 66309 19665463 1 build/Chaos/0460/5.wav
DUPTYPE_WITHIN_SAME_TREE -1488 2 2392 66309 19665461 1 build/Chaos/0460/3.wav
DUPTYPE_WITHIN_SAME_TREE -1488 2 2392 66309 19665464 1 build/Chaos/0460/6.wav
DUPTYPE_FIRST_OCCURRENCE 1332 2 2392 66309 18879783 1 build/Chaos/0220/2.wav
DUPTYPE_WITHIN_SAME_TREE -1332 2 2392 66309 18879851 1 build/Chaos/0230/5.wav
DUPTYPE_FIRST_OCCURRENCE 7525 2 2412 66309 12454843 1 build/LesPaul/0292/11.wav
DUPTYPE_WITHIN_SAME_TREE -7525 2 2412 66309 12585582 1 build/LesPaul/0301/11.wav
DUPTYPE_FIRST_OCCURRENCE 7542 2 2412 66309 12454859 1 build/LesPaul/0292/27.wav
DUPTYPE_WITHIN_SAME_TREE -7542 2 2412 66309 12585598 1 build/LesPaul/0301/27.wav
DUPTYPE_FIRST_OCCURRENCE 7553 2 2412 66309 12454840 1 build/LesPaul/0292/8.wav
DUPTYPE_WITHIN_SAME_TREE -7553 2 2412 66309 12585579 1 build/LesPaul/0301/8.wav
DUPTYPE_FIRST_OCCURRENCE 9333 2 2416 66309 20848272 1 build/SoundBlasterOld/0780/0.wav
DUPTYPE_WITHIN_SAME_TREE -9333 2 2416 66309 20971600 1 build/SoundBlasterOld/0790/0.wav
DUPTYPE_FIRST_OCCURRENCE 9276 2 2420 66309 20847261 1 build/SoundBlasterOld/0640/6.wav
DUPTYPE_WITHIN_SAME_TREE -9276 2 2420 66309 20847460 1 build/SoundBlasterOld/0660/6.wav
DUPTYPE_WITHIN_SAME_TREE -9276 2 2420 66309 20847557 1 build/SoundBlasterOld/0670/5.wav
DUPTYPE_WITHIN_SAME_TREE -9276 2 2420 66309 20847350 1 build/SoundBlasterOld/0650/6.wav
DUPTYPE_FIRST_OCCURRENCE 7551 2 2424 66309 12454838 1 build/LesPaul/0292/6.wav
DUPTYPE_WITHIN_SAME_TREE -7551 2 2424 66309 12585577 1 build/LesPaul/0301/6.wav
DUPTYPE_FIRST_OCCURRENCE 9275 2 2424 66309 20847260 1 build/SoundBlasterOld/0640/5.wav
DUPTYPE_WITHIN_SAME_TREE -9275 2 2424 66309 20847556 1 build/SoundBlasterOld/0670/4.wav
DUPTYPE_WITHIN_SAME_TREE -9275 2 2424 66309 20847349 1 build/SoundBlasterOld/0650/5.wav
DUPTYPE_WITHIN_SAME_TREE -9275 2 2424 66309 20847459 1 build/SoundBlasterOld/0660/5.wav
DUPTYPE_FIRST_OCCURRENCE 8197 2 2432 66309 19665508 1 build/SBLive/0460/7.wav
DUPTYPE_WITHIN_SAME_TREE -8197 2 2432 66309 19665509 1 build/SBLive/0460/8.wav
DUPTYPE_FIRST_OCCURRENCE 5909 2 2460 66309 18225116 1 build/JCLive/0070/21.wav
DUPTYPE_WITHIN_SAME_TREE -5909 2 2460 66309 18225118 1 build/JCLive/0070/23.wav
DUPTYPE_WITHIN_SAME_TREE -5909 2 2460 66309 18225117 1 build/JCLive/0070/22.wav
DUPTYPE_FIRST_OCCURRENCE 1352 2 2460 66309 18880010 1 build/Chaos/0240/5.wav
DUPTYPE_WITHIN_SAME_TREE -1352 2 2460 66309 20972977 1 build/Chaos/0990/6.wav
DUPTYPE_FIRST_OCCURRENCE 7550 2 2472 66309 12454837 1 build/LesPaul/0292/5.wav
DUPTYPE_WITHIN_SAME_TREE -7550 2 2472 66309 12585576 1 build/LesPaul/0301/5.wav
DUPTYPE_FIRST_OCCURRENCE 4042 2 2496 66309 18619164 1 build/GeneralUserGS/0160/1.wav
DUPTYPE_WITHIN_SAME_TREE -4042 2 2496 66309 18748769 1 build/GeneralUserGS/0191/1.wav
DUPTYPE_FIRST_OCCURRENCE 9271 2 2498 66309 20847256 1 build/SoundBlasterOld/0640/1.wav
DUPTYPE_WITHIN_SAME_TREE -9271 2 2498 66309 20847455 1 build/SoundBlasterOld/0660/1.wav
DUPTYPE_WITHIN_SAME_TREE -9271 2 2498 66309 20847345 1 build/SoundBlasterOld/0650/1.wav
DUPTYPE_WITHIN_SAME_TREE -9271 2 2498 66309 20847552 1 build/SoundBlasterOld/0670/0.wav
DUPTYPE_FIRST_OCCURRENCE 9144 2 2528 66309 19140281 1 build/SoundBlasterOld/0290/2.wav
DUPTYPE_WITHIN_SAME_TREE -9144 2 2528 66309 19140631 1 build/SoundBlasterOld/0300/2.wav
DUPTYPE_FIRST_OCCURRENCE 1446 2 2532 66309 19534250 1 build/Chaos/0400/5.wav
DUPTYPE_WITHIN_SAME_TREE -1446 2 2532 66309 20973825 1 build/Chaos/1100/5.wav
DUPTYPE_WITHIN_SAME_TREE -1446 2 2532 66309 19534380 1 build/Chaos/0410/5.wav
DUPTYPE_FIRST_OCCURRENCE 989 2 2532 66309 20973598 1 build/Aspirin/1060/2.wav
DUPTYPE_WITHIN_SAME_TREE -989 2 2532 66309 20973605 1 build/Chaos/1060/4.wav
DUPTYPE_FIRST_OCCURRENCE 987 2 2532 66309 20973596 1 build/Aspirin/1060/0.wav
DUPTYPE_WITHIN_SAME_TREE -987 2 2532 66309 20973601 1 build/Chaos/1060/0.wav
